City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
134,Uglekamensk,RU,2021-08-12 19:18:18,43.2172,133.2303,52.21,95,84,3.13
135,Hamilton,US,2021-08-12 19:16:27,39.1834,-84.5333,96.42,61,40,1.99
136,Kokstad,ZA,2021-08-12 19:18:19,-30.5472,29.4241,42.69,90,100,6.29
137,Yerbogachen,RU,2021-08-12 19:18:19,61.2767,108.0108,59.2,72,95,2.64
138,Jiguani,CU,2021-08-12 19:18:20,20.3667,-76.4272,91.18,51,48,7.36
139,Walvis Bay,NA,2021-08-12 19:17:03,-22.9575,14.5053,57.09,62,3,10.36
140,Cabo San Lucas,MX,2021-08-12 19:14:19,22.8909,-109.9124,89.62,74,90,1.01
141,Hilo,US,2021-08-12 19:16:39,19.7297,-155.09,80.11,75,75,5.75
142,Manaus,BR,2021-08-12 19:17:06,-3.1019,-60.025,86.49,74,20,2.3
143,Erenhot,CN,2021-08-12 19:18:20,43.6475,111.9767,72.32,37,100,7.11
144,Teknaf,BD,2021-08-12 19:18:21,20.8624,92.3058,80.24,90,100,7.45
145,Ribeira Grande,PT,2021-08-12 19:18:21,38.5167,-28.7,75.6,83,40,16.11
146,Nanortalik,GL,2021-08-12 19:18:21,60.1432,-45.2371,46.78,79,22,11.14
147,Cayenne,GF,2021-08-12 19:16:03,4.9333,-52.3333,83.08,82,96,1.99
148,Cumana,VE,2021-08-12 19:18:22,10.4635,-64.1775,87.89,69,23,13.38
149,Alyangula,AU,2021-08-12 19:18:22,-13.8483,136.4192,71.65,76,0,11.05
150,Vila Franca Do Campo,PT,2021-08-12 19:18:23,37.7167,-25.4333,75.61,74,2,10.65
151,Taoudenni,ML,2021-08-12 19:18:23,22.6783,-3.9836,112.03,7,95,11.83
152,Bethel,US,2021-08-12 19:13:40,41.3712,-73.414,96.03,62,1,1.01
153,Saint-Philippe,RE,2021-08-12 19:18:23,-21.3585,55.7679,69.39,86,41,13.13
154,Hithadhoo,MV,2021-08-12 19:18:24,-0.6,73.0833,80.96,75,100,9.84
155,Kayseri,TR,2021-08-12 19:18:24,38.737,35.4968,68.02,73,40,1.14
156,Matara,LK,2021-08-12 19:18:24,5.9485,80.5353,78.85,84,100,10.87
157,Kahului,US,2021-08-12 19:13:40,20.8947,-156.47,83.97,64,20,18.41
158,Flin Flon,CA,2021-08-12 19:15:10,54.7682,-101.865,53.38,50,100,14.29
159,Saint-Paul-Les-Dax,FR,2021-08-12 19:18:25,43.7272,-1.0516,72.95,82,3,6.91
160,Hobyo,SO,2021-08-12 19:18:25,5.3505,48.5268,76.44,85,3,23.17
161,Saint-Leu,RE,2021-08-12 19:18:26,-21.15,55.2833,68.86,76,0,4.41
162,Lebu,CL,2021-08-12 19:18:26,-37.6167,-73.65,53.62,64,0,5.55
163,Port Moresby,PG,2021-08-12 19:18:26,-9.4431,147.1797,74.95,90,87,4.68
164,Karoi,ZW,2021-08-12 19:18:27,-16.8099,29.6925,59.5,48,0,3.09
165,Kardailovo,RU,2021-08-12 19:18:27,51.5386,53.9042,67.84,37,45,5.28
166,Grand Gaube,MU,2021-08-12 19:18:27,-20.0064,57.6608,72.0,83,3,4.0
167,Guerrero Negro,MX,2021-08-12 19:18:28,27.9769,-114.0611,89.11,48,9,4.7
168,College,US,2021-08-12 19:18:28,64.8569,-147.8028,57.18,77,75,5.75
169,San Cristobal,VE,2021-08-12 19:18:28,7.7669,-72.225,82.58,50,58,7.23
170,Tomatlan,MX,2021-08-12 19:18:29,19.9333,-105.25,89.82,57,8,4.61
171,Carnarvon,AU,2021-08-12 19:18:29,-24.8667,113.6333,44.67,34,0,6.91
172,Port Elizabeth,ZA,2021-08-12 19:18:29,-33.918,25.5701,49.1,93,90,6.91
173,Nabinagar,BD,2021-08-12 19:18:30,23.8917,90.9733,82.47,93,100,10.56
174,Puerto Quijarro,BO,2021-08-12 19:18:30,-17.7833,-57.7667,86.56,29,6,3.33
175,Port-Gentil,GA,2021-08-12 19:18:30,-0.7193,8.7815,76.93,81,94,14.83
176,Ancud,CL,2021-08-12 19:18:31,-41.8697,-73.8203,54.93,66,0,5.5
177,Ngunguru,NZ,2021-08-12 19:18:31,-35.6167,174.5,51.71,83,100,11.59
178,Tuatapere,NZ,2021-08-12 19:18:31,-46.1333,167.6833,42.82,92,13,4.41
179,Aanekoski,FI,2021-08-12 19:18:32,62.6946,25.818,61.68,100,100,3.44
180,Tete,MZ,2021-08-12 19:18:32,-16.1564,33.5867,66.29,48,0,4.61
181,Jiayuguan,CN,2021-08-12 19:18:32,39.8167,98.3,69.62,31,0,3.31
182,Sangar,RU,2021-08-12 19:18:33,63.9242,127.4739,55.62,77,10,4.65
183,Araguari,BR,2021-08-12 19:18:34,-18.6472,-48.1872,84.49,18,7,4.38
184,Sitka,US,2021-08-12 19:18:34,57.0531,-135.33,62.49,88,75,0.0
185,Oum Hadjer,TD,2021-08-12 19:18:35,13.2954,19.6966,81.88,68,99,7.2
186,Aksarka,RU,2021-08-12 19:18:35,66.5606,67.7975,57.42,67,96,6.4
187,Tabuk,PH,2021-08-12 19:18:35,17.4189,121.4443,75.18,87,100,2.55
188,Los Llanos De Aridane,ES,2021-08-12 19:18:37,28.6585,-17.9182,71.35,84,40,13.8
189,Phalaborwa,ZA,2021-08-12 19:18:37,-23.943,31.1411,76.28,25,0,4.99
190,Atambua,ID,2021-08-12 19:18:38,-9.1061,124.8925,70.07,85,89,5.73
191,Ende,ID,2021-08-12 19:18:38,-8.8432,121.6623,77.77,88,60,3.06
192,Sungairaya,ID,2021-08-12 19:18:38,0.7,108.9,76.48,89,99,1.95
193,Aparecida Do Taboado,BR,2021-08-12 19:18:38,-20.0867,-51.0936,88.43,22,0,4.25
194,San Patricio,US,2021-08-12 19:18:39,28.017,-97.5169,96.89,47,8,14.14
195,Tilichiki,RU,2021-08-12 19:18:39,60.4667,166.1,55.63,74,61,0.22
196,Leshukonskoye,RU,2021-08-12 19:18:40,64.8989,45.7622,61.92,100,100,3.22
197,Hobart,AU,2021-08-12 19:15:04,-42.8794,147.3294,51.66,69,51,1.99
198,Half Moon Bay,US,2021-08-12 19:16:57,37.4636,-122.4286,91.15,67,40,6.91
199,Hasaki,JP,2021-08-12 19:18:40,35.7333,140.8333,72.0,91,100,9.55
200,Pisco,PE,2021-08-12 19:18:40,-13.7,-76.2167,66.25,68,0,16.11
201,Komsomolskiy,UZ,2021-08-12 19:18:41,40.4272,71.7189,83.12,18,10,4.61
202,Tacna,PE,2021-08-12 19:18:41,-18.0056,-70.2483,59.2,67,40,9.22
203,Bandarbeyla,SO,2021-08-12 19:18:41,9.4942,50.8122,75.47,86,47,28.57
204,Balkhash,KZ,2021-08-12 19:18:42,46.844,74.9804,66.94,60,1,5.55
205,Mount Isa,AU,2021-08-12 19:18:42,-20.7333,139.5,62.37,39,1,9.22
206,Dzilam Gonzalez,MX,2021-08-12 19:18:42,21.2833,-88.9333,92.21,49,23,9.26
207,Port Victoria,KE,2021-08-12 19:18:43,0.0939,33.9756,70.11,78,83,5.53
208,Dikson,RU,2021-08-12 19:18:43,73.5069,80.5464,45.32,96,77,13.29
209,Port Keats,AU,2021-08-12 19:18:43,-14.25,129.55,72.01,75,12,5.68
210,Upernavik,GL,2021-08-12 19:18:44,72.7868,-56.1549,42.35,91,100,1.9
211,Uvat,RU,2021-08-12 19:18:44,59.1433,68.8953,51.4,79,34,2.68
212,Treinta Y Tres,UY,2021-08-12 19:18:44,-33.2333,-54.3833,54.63,55,1,4.36
213,Husavik,IS,2021-08-12 19:18:45,66.0449,-17.3389,55.31,86,81,4.14
214,Evensk,RU,2021-08-12 19:18:45,61.95,159.2333,47.98,94,100,2.75
215,Yekaterinovka,RU,2021-08-12 19:18:45,52.0508,44.3451,84.56,27,28,17.52
216,Qaqortoq,GL,2021-08-12 19:18:46,60.7167,-46.0333,64.9,72,47,3.78
217,Lubao,PH,2021-08-12 19:18:46,14.9167,120.55,83.14,85,100,1.16
218,El Congo,SV,2021-08-12 19:18:46,13.9089,-89.4958,83.93,50,24,2.33
219,Touros,BR,2021-08-12 19:18:47,-5.1989,-35.4608,81.5,68,46,16.26
220,Constitucion,CL,2021-08-12 19:18:47,-35.3333,-72.4167,54.86,69,4,6.96
221,Geraldton,AU,2021-08-12 19:18:47,-28.7667,114.6,43.21,87,5,5.75
222,Muros,ES,2021-08-12 19:16:53,42.7762,-9.0603,75.15,70,8,10.67
223,Novyy Urengoy,RU,2021-08-12 19:18:48,66.0833,76.6333,60.55,57,100,9.46
224,Namibe,AO,2021-08-12 19:18:48,-15.1961,12.1522,63.91,81,0,9.01
225,Qaanaaq,GL,2021-08-12 19:18:48,77.484,-69.3632,41.38,76,48,1.48
226,Abdulino,RU,2021-08-12 19:18:49,53.7,53.6667,62.98,35,0,4.29
227,Saint Anthony,US,2021-08-12 19:18:49,45.0205,-93.218,83.14,36,1,3.0
228,Key West,US,2021-08-12 19:14:23,24.5557,-81.7826,89.6,60,20,9.22
229,San Quintin,MX,2021-08-12 19:18:49,30.4833,-115.95,81.55,52,0,10.49
230,Ust-Maya,RU,2021-08-12 19:18:50,60.4167,134.5333,60.93,69,18,2.15
231,Kirkwall,GB,2021-08-12 19:14:23,58.9848,-2.9587,61.14,84,98,14.97
232,Grindavik,IS,2021-08-12 19:18:50,63.8424,-22.4338,60.57,82,0,18.41
233,Manokwari,ID,2021-08-12 19:18:50,-0.8667,134.0833,77.67,80,64,2.77
234,Barcelos,PT,2021-08-12 19:18:51,41.5388,-8.6151,84.29,72,2,6.82
235,Talaya,RU,2021-08-12 19:18:51,61.3833,152.75,58.19,81,36,5.17
236,Kokoda,PG,2021-08-12 19:18:51,-8.8785,147.7407,71.28,94,97,1.54
237,Tiksi,RU,2021-08-12 19:18:52,71.6872,128.8694,47.32,74,36,12.28
238,Sinnamary,GF,2021-08-12 19:18:52,5.3833,-52.95,80.46,81,86,10.22
239,Acarau,BR,2021-08-12 19:18:52,-2.8856,-40.12,83.62,70,11,21.52
240,Pangnirtung,CA,2021-08-12 19:18:53,66.1451,-65.7125,53.6,87,90,6.91
241,East London,ZA,2021-08-12 19:18:53,-33.0153,27.9116,55.71,71,100,11.97
242,Caibarien,CU,2021-08-12 19:18:53,22.5206,-79.4669,92.52,73,27,13.44
243,Olafsvik,IS,2021-08-12 19:18:54,64.8945,-23.7142,55.54,83,19,10.11
244,Kangaatsiaq,GL,2021-08-12 19:18:54,68.3065,-53.4641,45.66,80,100,8.66
245,Vetluga,RU,2021-08-12 19:18:54,57.8557,45.781,72.37,43,69,11.86
246,Vila Velha,BR,2021-08-12 19:18:54,-20.3297,-40.2925,75.15,73,0,13.8
247,San Jose,US,2021-08-12 19:18:55,37.3394,-121.895,93.09,49,20,5.75
248,San Luis Obispo,US,2021-08-12 19:18:36,35.3666,-120.5343,94.93,44,1,3.44
249,Torbat-E Jam,IR,2021-08-12 19:18:55,35.244,60.6225,78.96,18,0,11.14
250,Norman Wells,CA,2021-08-12 19:18:56,65.282,-126.8329,62.64,63,75,13.8
251,Cedral,MX,2021-08-12 19:18:56,23.8,-100.7333,79.86,29,4,7.85
252,Meulaboh,ID,2021-08-12 19:18:56,4.1363,96.1285,75.92,89,93,5.57
253,Ayan,RU,2021-08-12 19:18:57,56.45,138.1667,63.32,70,7,2.91
254,Gornoye Loo,RU,2021-08-12 19:18:57,43.7129,39.6049,74.98,89,29,9.31
255,Nguruka,TZ,2021-08-12 19:18:57,-5.1092,31.0419,74.75,40,0,4.68
256,Nyon,CH,2021-08-12 19:18:58,46.3832,6.2396,79.99,75,40,12.66
257,Xiaolan,CN,2021-08-12 19:18:58,22.6731,113.2295,82.35,95,100,5.32
258,Vila,PT,2021-08-12 19:18:58,42.0304,-8.1588,73.71,49,2,3.76
259,Adrar,MR,2021-08-12 19:18:59,20.5022,-10.0711,102.97,11,96,10.16
260,Esperance,AU,2021-08-12 19:18:59,-33.8667,121.9,49.82,82,5,9.51
261,Alghero,IT,2021-08-12 19:18:59,40.5589,8.3181,82.49,74,0,4.61
262,Camacari,BR,2021-08-12 19:19:00,-12.6975,-38.3242,76.77,72,15,7.92
263,Saldanha,ZA,2021-08-12 19:19:00,-33.0117,17.9442,54.39,64,1,25.7
264,Lanigan,CA,2021-08-12 19:19:00,51.8501,-105.0344,62.89,30,24,19.1
265,Kieta,PG,2021-08-12 19:19:00,-6.2167,155.6333,77.4,87,88,5.61
266,Mmabatho,ZA,2021-08-12 19:19:01,-25.85,25.6333,57.16,24,7,8.05
267,Kavieng,PG,2021-08-12 19:19:01,-2.5744,150.7967,78.49,82,100,4.61
268,Vytegra,RU,2021-08-12 19:19:02,61.0064,36.4481,62.33,98,100,3.29
269,Tazovskiy,RU,2021-08-12 19:19:02,67.4667,78.7,52.02,78,100,8.93
270,Maniitsoq,GL,2021-08-12 19:18:08,65.4167,-52.9,50.47,70,16,6.53
271,Suntar,RU,2021-08-12 19:19:03,62.1444,117.6319,64.56,73,93,0.54
272,Bambous Virieux,MU,2021-08-12 19:19:04,-20.3428,57.7575,71.85,83,40,11.5
273,La Macarena,CO,2021-08-12 19:16:09,2.1837,-73.7849,86.09,57,97,2.37
274,Berdigestyakh,RU,2021-08-12 19:19:05,62.0989,126.6992,58.21,88,3,1.9
275,Marin,US,2021-08-12 19:19:05,38.0666,-122.7344,86.67,43,1,14.97
276,Camocim,BR,2021-08-12 19:19:05,-2.9022,-40.8411,85.84,65,51,19.89
277,Port Hardy,CA,2021-08-12 19:17:38,50.6996,-127.4199,64.58,72,20,4.61
278,Mason City,US,2021-08-12 19:19:06,43.1536,-93.201,86.09,51,1,14.97
279,Leh,IN,2021-08-12 19:19:06,34.1667,77.5833,66.04,28,25,5.28
280,Villa Carlos Paz,AR,2021-08-12 19:19:06,-31.4241,-64.4978,56.48,34,34,8.01
281,Srednekolymsk,RU,2021-08-12 19:19:07,67.45,153.6833,60.58,66,100,5.21
282,Alofi,NU,2021-08-12 19:19:07,-19.0595,-169.9187,66.09,94,100,6.91
283,Bam,IR,2021-08-12 19:19:08,29.106,58.357,90.46,6,3,9.55
284,Airai,TL,2021-08-12 19:19:08,-8.9266,125.4092,56.77,68,34,3.4
285,Phek,IN,2021-08-12 19:19:08,25.6667,94.5,63.0,100,100,1.77
286,Emerald,AU,2021-08-12 19:19:08,-23.5333,148.1667,59.9,83,99,3.91
287,Luhyny,UA,2021-08-12 19:19:09,51.082,28.4006,58.84,77,0,6.91
288,Naze,JP,2021-08-12 19:19:09,28.3667,129.4833,78.31,86,99,18.61
289,Kyaikto,MM,2021-08-12 19:19:09,17.3,97.0167,79.25,89,100,4.14
290,Pevek,RU,2021-08-12 19:19:10,69.7008,170.3133,42.96,64,100,10.83
291,Strezhevoy,RU,2021-08-12 19:19:11,60.7333,77.5889,49.98,80,0,6.49
292,Aleksandrov Gay,RU,2021-08-12 19:19:11,50.147,48.5704,84.85,24,95,20.6
293,Myitkyina,MM,2021-08-12 19:19:11,25.3833,97.4,75.63,99,100,1.23
